"","LawaSiteID","SiteID","CouncilSiteID","SWQuality","SWQAltitude","SWQLanduse","SWQFrequencyAll","SWQFrequencyLast5","Region","Agency","ISLAND","CatchID","CatchType","TermReach","LAWA_CATCH","Comment","SOE_FW_RIV","CATCH_LBL"
"145","ECAN-00069","SQ26633","Orari River Parke Rd","YES","Lowland","Exotic","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","135","Parent","13064483","135",NA,"1","Orari River"
"146","ECAN-00145","SQ26931","Bush Stream Rangitata Gorge Road","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","47","Parent","13063688","47",NA,"1","Rangitata River"
"147","ECAN-00146","SQ26932","Deep Stream Access Road near Tui House","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","47","Parent","13063688","47",NA,"1","Rangitata River"
"148","ECAN-00130","SQ30011","Leader River SH1","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","23","Parent","13020018","23",NA,"1","Waiau River (South Is)"
"149","ECAN-00070","SQ30162","Waipara River Teviotdale Bridg","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","133","Parent","13033329","133",NA,"1","Waipara River"
"150","ECAN-00071","SQ30175","Ashley River SH1","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","77","Parent","13037679","77",NA,"1","Ashley River"
"151","ECAN-00134","SQ30184","Ashley River/Rakahuri Ashley Gorge Rd","YES","Upland","Natural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","77","Parent","13037679","77",NA,"1","Ashley River"
"152","ECAN-00175","SQ30215","Taranaki Creek Gressons Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","708","Parent","13037829","708",NA,"1","Lower Waipara Catchment"
"153","ECAN-00072","SQ30222","Waikuku Stream SH1","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","708","Parent","13037829","708",NA,"1","Lower Waipara Catchment"
"154","ECAN-00167","SQ30253","Waimakariri River at Stewarts Gully Yacht Club","YES","Lowland","Exotic","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","17","Parent","13070003","17",NA,"1","Waimakariri River"
"155","ECAN-00079","SQ30332","Kaiapoi River Island Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","17","Parent","13070003","17",NA,"1","Waimakariri River"
"156","ECAN-00080","SQ30369","Cam River Bramleys Road","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","17","Parent","13070003","17",NA,"1","Waimakariri River"
"157","ECAN-00148","SQ30390","Southbrook Stream Marsh Rd","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","17","Parent","13070003","17",NA,"1","Waimakariri River"
"158","ECAN-00081","SQ30400","Cust River Skewbridge Road","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","17","Parent","13070003","17",NA,"1","Waimakariri River"
"159","ECAN-00082","SQ30426","Ohoka River Island Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","17","Parent","13070003","17",NA,"1","Waimakariri River"
"160","ECAN-00083","SQ30445","Otukaikino Creek Dickeys Rd","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","17","Parent","13070003","17",NA,"1","Waimakariri River"
"161","ECAN-00149","SQ30707","Aylmers Valley Stream Beach Road bridge","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","2209","Parent","13055880","2209",NA,"1","Aylmers Valley Stream"
"162","ECAN-00084","SQ30782","Kaituna Stream Kaituna Valley Road","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","42","Parent","13057593","42",NA,"1","Ellesmere/Waihora Catchment"
"163","ECAN-00085","SQ30878","LII Stream Pannetts Rd bridge","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","42","Parent","13057593","42",NA,"1","Ellesmere/Waihora Catchment"
"164","ECAN-00086","SQ30916","Selwyn River Coes Ford","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","42","Parent","13057593","42",NA,"1","Ellesmere/Waihora Catchment"
"165","ECAN-00088","SQ30928","Selwyn River Whitecliffs recorder","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","42","Parent","13057593","42",NA,"1","Ellesmere/Waihora Catchment"
"166","ECAN-00151","SQ30945","Waireka River (Waianiwaniwa R) Auchenflower Rd","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","42","Parent","13057593","42",NA,"1","Ellesmere/Waihora Catchment"
"167","ECAN-00091","SQ30976","Boggy Creek Lake Road","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","186","Parent","13057386","186",NA,"1","Southern Ellesmere Stream"
"168","ECAN-00092","SQ30977","Doyleston Drain Lake Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","186","Parent","13057386","186",NA,"1","Southern Ellesmere Stream"
"169","ECAN-00093","SQ30992","Harts Creek Lower Lake Rd","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","186","Parent","13057386","186",NA,"1","Southern Ellesmere Stream"
"170","ECAN-00094","SQ31018","Rakaia River SH1- north chanel","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","30","Parent","13058454","30",NA,"1","Rakaia River"
"171","ECAN-00095","SQ31020","Rakaia River Gorge","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","30","Parent","13058454","30",NA,"1","Rakaia River"
"172","ECAN-00152","SQ32732","French Farm Stream French Farm Valley Road","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1487","Parent","13054579","1487",NA,"1","French Farm Stream"
"173","ECAN-00097","SQ32872","Halswell River McCartneys bridge","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","42","Parent","13057593","42",NA,"1","Ellesmere/Waihora Catchment"
"174","ECAN-00100","SQ33055","Okuti River Kinloch Road Bridge","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","408","Parent","13056578","408",NA,"1","Okuti & Okana Streams"
"175","ECAN-00101","SQ33056","Okana River SH75","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","408","Parent","13056578","408",NA,"1","Okuti & Okana Streams"
"176","ECAN-00153","SQ33148","Conway River Inland Road","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","178","Parent","13014983","178",NA,"1","Conway River"
"177","ECAN-00102","SQ33270","Kowhai River SH1","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","463","Parent","13009676","463",NA,"1","Kowhai River"
"178","ECAN-00103","SQ33273","Lyell Creek SH1","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1038","Parent","13009368","1038",NA,"1","Lyell Creek"
"179","ECAN-00176","SQ33274","Lyell Creek Mill Road","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1038","Parent","13009368","1038",NA,"1","Lyell Creek"
"180","ECAN-00154","SQ33899","Okarahia stream SH1","YES","Lowland","Natural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1122","Parent","13013746","1122",NA,"1","Okarahia Stream"
"181","ECAN-00104","SQ33962","Waipara River Laidmore Rd","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","133","Parent","13033329","133",NA,"1","Waipara River"
"182","ECAN-00106","SQ34191","Taranaki Creek Preeces Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","708","Parent","13037829","708",NA,"1","Lower Waipara Catchment"
"183","ECAN-00107","SQ34412","Warren Creek Rorrisons Road","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1038","Parent","13009368","1038",NA,"1","Lyell Creek"
"184","ECAN-00172","SQ34417","Pahau River Dalzell's Bridge","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","31","Parent","13024355","31",NA,"1","Hurunui River"
"185","ECAN-00173","SQ34418","Dry Stream Above Hurunui Conf. NW of Pylons","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","31","Parent","13024355","31",NA,"1","Hurunui River"
"186","ECAN-00109","SQ34538","Lee River Bridge on Brooklands Farm","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","952","Parent","13058011","952",NA,"1","Lee"
"187","ECAN-00110","SQ34540","Waikewai Creek Gullivers Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","456","Parent","13057548","456",NA,"1","Waikekewai"
"188","ECAN-00111","SQ34557","Middle Creek Beach Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","831","Parent","13008564","831",NA,"1","Middle Creek"
"189","ECAN-00155","SQ34569","Te Wharau Stream Charteris Bay Road","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1251","Parent","13050285","1251",NA,"1","Te Whareau"
"190","ECAN-00112","SQ34580","Hawkins River Deans Road","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","42","Parent","13057593","42",NA,"1","Ellesmere/Waihora Catchment"
"191","ECAN-00135","SQ34626","Living Springs Stream Governors Bay-Teddington Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","4109","Parent","13049890","4109",NA,"1","Living Springs"
"192","ECAN-00113","SQ34646","Saltwater Creek Factory Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","449","Parent","13037218","449",NA,"1","Saltwater Creek"
"193","ECAN-00114","SQ34704","Waiau River Leslie Hills Road","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","23","Parent","13020018","23",NA,"1","Waiau River (South Is)"
"194","ECAN-00115","SQ34705","Waiau River at Waiau","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","23","Parent","13020018","23",NA,"1","Waiau River (South Is)"
"195","ECAN-00116","SQ34706","Waiau River SH1","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","23","Parent","13020018","23",NA,"1","Waiau River (South Is)"
"196","ECAN-00136","SQ34711","Conway River SH1","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","178","Parent","13014983","178",NA,"1","Conway River"
"197","ECAN-00137","SQ34865","Waitohi River 1.6km Upstream Hurunui Confluence","YES","Upland","Exotic","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","31","Parent","13024355","31",NA,"1","Hurunui River"
"198","ECAN-00138","SQ34866","St Leonards Drain Dalzells Farm","YES","Lowland","Rural","Monthly","Monthly","Canterbury","Environment Canterbury Regional Council","South","31","Parent","13024355","31",NA,"1","Hurunui River"
"199","ECAN-00139","SQ34869","Mason River SH70","YES","Upland","Rural","","","Canterbury","Environment Canterbury Regional Council","South","23","Parent","13020018","23",NA,"1","Waiau River (South Is)"
"200","ECAN-00140","SQ34884","Zephyr Stream Above Governors Bay Rd","YES","Lowland","Natural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","3464","Parent","13049268","3464",NA,"1","Zephyr Stream"
"201","ECAN-00141","SQ34903","North Brook Upstream side of Bridge Marsh Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","17","Parent","13070003","17",NA,"1","Waimakariri River"
"202","ECAN-00189","SQ34905","Cam River Marsh Rd bridge","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","17","Parent","13070003","17",NA,"1","Waimakariri River"
"203","ECAN-00168","SQ35080","Ashburton River Above mouth via north bank","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","51","Parent","13061477","51",NA,"1","Ashburton River"
"204","ECAN-00185","SQ35119","Twizel River - Lower Below Black Stilt Station","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","South","3","Parent","13524507","3",NA,"1","Upper and Lower Waitaki Catchment"
"205","ECAN-00156","SQ35156","Wainui Stream upstream from Wainui Main Rd Bridge","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1306","Parent","13056104","1306",NA,"1","Wainui Stream"
"206","ECAN-00157","SQ35157","Takamatua Stream Above Highway Bridge","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1158","Parent","13054679","1158",NA,"1","Takamatua Stream"
"207","ECAN-00160","SQ35172","Kahutara River Dairy Farm Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","291","Parent","13010305","291",NA,"1","Kahutara River"
"208","ECAN-00161","SQ35173","Blue Duck Creek Above SH1","YES","Lowland","Natural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","2030","Parent","13006067","2030",NA,"1","Blue Duck Creek"
"209","ECAN-00162","SQ35174","Hapuku River SH1","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","379","Parent","13007509","379",NA,"1","Hapuka River"
"210","ECAN-00163","SQ35234","Barrys Bay Stream, Barrys Bay Valley Rd","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1254","Parent","13053930","1254",NA,"1","Barry's Bay Stream"
"211","ECAN-00164","SQ35235","Pawsons Stream Pawsons Valley Road","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1587","Parent","13053325","1587",NA,"1","Pawsons"
"212","ECAN-00190","SQ35236","Purau Stream Above Main Road Bridge","YES","Lowland","Urban","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1058","Parent","13049826","1058",NA,"1","Purau Stream"
"213","ECAN-00191","SQ35545","Teddington Stream Blatchford property","YES","Lowland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","1525","Parent","13050705","1525",NA,"1","Duck Creek"
"214","ECAN-00186","SQ35792","Quailburn Quailburn Road","YES","Upland","Rural","","Monthly","Canterbury","Environment Canterbury Regional Council","South","3","Parent","13524507","3",NA,"1","Upper and Lower Waitaki Catchment"
"215","ECAN-00192","SQ35818","Clarence River over Jacks Pass","YES","Upland","Rural","Quarterly","Quarterly","Canterbury","Environment Canterbury Regional Council","South","24","Parent","13003220","24",NA,"1","Clarence River"
"216","CCC-00001","","Wairarapa Stream","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Christchurch","South","337","Parent","13046167","337",NA,"1","Avon River"
"217","CCC-00002","","Waimairi Stream","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Christchurch","South","337","Parent","13046167","337",NA,"1","Avon River"
"218","CCC-00003","","Avon River at Mona Vale","YES","Lowland","Urban","Monthly","Monthly","Canterbury","Christchurch","South","337","Parent","13046167","337",NA,"1","Avon River"
